device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Laptop,ASUS,ASUS Nitro 1HH,2022,macOS,Ultrabook,AMD,AMD Ryzen 5 5968,3,8,16,2.4,3.3,AMD,RX 7000 60,2,6,24,SSD,256,1,LED,13.3,2880x1800,90,70,90,0,Wi-Fi 6E,5.3,1.52,12,1971.99
Laptop,Gigabyte,Gigabyte Creator VTH,2023,Windows,Mainstream,Intel,Intel i5-13498,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,Hybrid,1024,1,Mini-LED,16.0,1920x1080,120,60,90,0,Wi-Fi 6E,5.3,1.13,24,1510.99
Laptop,Acer,Acer Think 425,2020,Windows,Workstation,Intel,Intel i7-13941,5,16,32,2.8,3.8,NVIDIA,RTX 40 80,4,10,64,NVMe,512,1,LED,14.0,2560x1600,60,90,120,0,Wi-Fi 5,5.0,2.37,12,2057.99
Desktop,Acer,Acer Pro 73T,2022,macOS,Micro-ATX,Intel,Intel i7-13545,5,16,32,3.2,4.2,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,1024,1,OLED,34.0,1920x1080,60,0,0,550,Wi-Fi 6,5.3,4.0,24,2296.99
Laptop,HP,HP Creator FDE,2018,macOS,Gaming,AMD,AMD Ryzen 5 6959,2,6,10,2.2,3.2,AMD,RX 7000 50,1,4,16,NVMe,256,1,IPS,15.6,2560x1600,240,80,120,0,Wi-Fi 6E,5.2,1.7,12,1299.99
Laptop,Apple,Apple Blade 6UK,2022,macOS,Mainstream,Apple,Apple M1 Max,6,24,24,3.0,3.9,Apple,Apple Integrated,6,4,128,NVMe,512,1,LED,16.0,1920x1080,165,60,45,0,Wi-Fi 6,5.3,2.53,24,3436.99
Desktop,Lenovo,Lenovo Pro BLO,2021,ChromeOS,SFF,AMD,AMD Ryzen 3 4305,1,6,12,2.4,3.3,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,IPS,32.0,2560x1440,120,0,0,750,Wi-Fi 7,5.0,7.0,24,1048.99
Laptop,Dell,Dell Stealth JNQ,2024,Windows,Gaming,Intel,Intel i5-12942,2,6,12,2.2,3.3,AMD,RX 7000 50,1,4,24,NVMe,1024,1,Mini-LED,14.0,1920x1080,60,50,90,0,Wi-Fi 6E,5.2,1.37,12,1389.99
Laptop,Lenovo,Lenovo Stealth SIS,2019,Windows,Ultrabook,AMD,AMD Ryzen 7 6449,4,12,24,2.6,3.7,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,1,LED,14.0,1920x1080,144,70,65,0,Wi-Fi 6,5.2,1.57,12,2120.99
Desktop,Samsung,Samsung Cube JOR,2024,Windows,Micro-ATX,AMD,AMD Ryzen 5 7293,2,8,16,2.6,3.5,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,Mini-LED,24.0,2560x1440,60,0,0,1000,Wi-Fi 6,5.3,11.0,12,1380.99
Desktop,Acer,Acer Strix MMM,2023,Windows,Full-Tower,Intel,Intel i5-11584,2,6,12,2.6,3.6,NVIDIA,RTX 40 50,1,4,8,Hybrid,1024,2,LED,27.0,3440x1440,120,0,0,550,Wi-Fi 5,5.2,6.0,24,1236.99
Desktop,Dell,Dell Think XP1,2024,Windows,Micro-ATX,AMD,AMD Ryzen 7 3381,5,16,32,3.2,4.2,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,256,1,OLED,24.0,2560x1440,90,0,0,1000,Wi-Fi 6,5.2,11.0,12,2150.99
Desktop,Lenovo,Lenovo Pro BOK,2022,Windows,ATX,Intel,Intel i7-12684,4,12,24,3.0,4.0,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,Mini-LED,27.0,3440x1440,120,0,0,750,Wi-Fi 6,5.3,7.0,36,2202.99
Laptop,ASUS,ASUS Nitro 2PB,2024,Windows,Ultrabook,Intel,Intel i5-10909,2,6,12,2.2,3.1,NVIDIA,RTX 20 50,1,4,8,SSD,2048,1,OLED,14.0,1920x1080,120,56,45,0,Wi-Fi 6,5.1,1.37,12,1633.99
Desktop,Acer,Acer Station TUS,2018,Windows,ATX,Intel,Intel i5-12775,3,8,16,2.8,3.7,NVIDIA,RTX 40 60,2,6,16,NVMe,1024,2,IPS,24.0,2560x1440,120,0,0,650,Wi-Fi 7,5.3,15.0,12,1100.99
Laptop,Dell,Dell Stealth 49M,2020,macOS,Gaming,Intel,Intel i5-10869,3,8,16,2.4,3.4,NVIDIA,RTX 20 60,2,6,16,SSD,1024,1,OLED,16.0,2560x1600,144,90,120,0,Wi-Fi 6,5.1,1.53,36,2380.99
Desktop,ASUS,ASUS Arena XAD,2024,Windows,Micro-ATX,Intel,Intel i7-11883,4,14,28,3.0,3.8,Apple,Apple Integrated,4,0,64,NVMe,2048,1,IPS,27.0,2560x1440,144,0,0,850,Wi-Fi 6,5.3,5.0,12,1866.99
Desktop,ASUS,ASUS Arena CBJ,2019,macOS,Micro-ATX,Intel,Intel i3-14192,1,4,8,2.4,3.2,Apple,Apple Integrated,1,4,8,HDD,1024,4,VA,34.0,3440x1440,144,0,0,300,Wi-Fi 5,5.3,15.0,36,1454.99
Desktop,Dell,Dell Strix DBA,2025,Windows,Mini-ITX,Intel,Intel i7-13200,5,20,40,3.2,4.2,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,2,OLED,34.0,1920x1080,60,0,0,750,Wi-Fi 6,5.0,9.0,12,2281.99
Laptop,ASUS,ASUS Blade HH0,2022,macOS,Gaming,AMD,AMD Ryzen 7 3861,5,16,30,2.8,3.6,NVIDIA,RTX 40 90,6,16,96,NVMe,256,1,Mini-LED,16.0,2560x1600,60,90,65,0,Wi-Fi 6,5.1,1.33,48,2961.99
Desktop,HP,HP Strix TZ0,2023,Windows,ATX,AMD,AMD Ryzen 7 5451,4,16,32,3.0,3.8,NVIDIA,RTX 20 70,3,8,32,NVMe,512,1,VA,27.0,1920x1080,60,0,0,300,Wi-Fi 6E,5.0,8.0,12,1399.99
Laptop,HP,HP Air LTR,2023,macOS,Mainstream,Intel,Intel i7-11175,4,12,24,2.6,3.7,AMD,RX 7000 80 XT,5,12,64,NVMe,512,1,LED,14.0,3840x2160,60,99,180,0,Wi-Fi 6,5.1,1.17,24,2956.99
Laptop,HP,HP Legion 5HG,2025,Windows,Ultrabook,AMD,AMD Ryzen 5 3647,3,8,14,2.4,3.3,AMD,RX 6000 60,2,6,16,NVMe,512,1,OLED,14.0,3840x2160,144,60,90,0,Wi-Fi 6E,5.3,2.37,12,2125.99
Desktop,Lenovo,Lenovo Strix 21X,2024,Windows,Micro-ATX,AMD,AMD Ryzen 3 4153,1,4,8,2.4,3.4,NVIDIA,RTX 40 50,1,4,8,Hybrid,4096,1,LED,27.0,2560x1440,144,0,0,850,Wi-Fi 5,5.1,16.0,12,1270.99
Desktop,Lenovo,Lenovo Arena HO0,2020,ChromeOS,ATX,AMD,AMD Ryzen 9 4173,6,24,48,3.4,4.3,NVIDIA,RTX 30 90,6,16,144,NVMe,512,3,IPS,27.0,1920x1080,60,0,0,550,Wi-Fi 6E,5.2,4.0,24,2092.99
Laptop,Samsung,Samsung Stealth 5EW,2023,Windows,Gaming,AMD,AMD Ryzen 7 5422,4,12,24,2.6,3.7,NVIDIA,RTX 30 80,4,10,72,NVMe,1024,1,OLED,15.6,1920x1080,60,99,240,0,Wi-Fi 5,5.3,1.5,24,2789.99
Laptop,MSI,MSI Nitro 2VR,2022,macOS,Ultrabook,Intel,Intel i5-13880,2,8,16,2.2,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,13.3,2560x1600,90,56,65,0,Wi-Fi 6,5.0,1.52,24,1349.99
Desktop,Dell,Dell Arena AD9,2019,Windows,ATX,Intel,Intel i5-12183,2,10,20,2.6,3.4,NVIDIA,RTX 40 60,2,6,16,NVMe,512,3,LED,27.0,2560x1440,120,0,0,450,Wi-Fi 6E,5.2,10.0,24,1250.99
Desktop,Dell,Dell Creator Y10,2024,Windows,Full-Tower,AMD,AMD Ryzen 7 3310,4,12,24,3.0,4.0,Apple,Apple Integrated,4,4,64,NVMe,2048,4,LED,24.0,2560x1440,120,0,0,850,Wi-Fi 6,5.1,5.0,24,2414.99
Laptop,Dell,Dell Legion Y36,2023,Windows,Ultrabook,Intel,Intel i7-14717,4,12,24,2.6,3.6,AMD,RX 7000 70,3,8,32,NVMe,256,1,Mini-LED,15.6,1920x1080,120,80,120,0,Wi-Fi 6,5.2,1.7,12,2254.99
Desktop,ASUS,ASUS Forge THA,2023,Windows,ATX,Intel,Intel i5-10342,3,10,20,2.8,3.9,AMD,RX 6000 70,3,8,32,NVMe,512,4,LED,34.0,1920x1080,165,0,0,450,Wi-Fi 6E,5.2,6.0,24,1358.99
Laptop,HP,HP Slim G3D,2020,Windows,Gaming,AMD,AMD Ryzen 5 7708,3,8,16,2.4,3.5,NVIDIA,RTX 30 70,3,8,32,NVMe,512,1,LED,14.0,1920x1080,90,60,180,0,Wi-Fi 6E,5.1,2.37,12,1493.99
Laptop,MSI,MSI Blade PIU,2021,Windows,Workstation,AMD,AMD Ryzen 5 3998,3,10,20,2.4,3.4,NVIDIA,RTX 20 50,1,4,16,SSD,1024,1,IPS,15.6,2560x1600,60,60,180,0,Wi-Fi 6,5.0,2.0,24,1533.99
Laptop,Dell,Dell Nitro 2ZM,2023,macOS,Ultrabook,AMD,AMD Ryzen 7 6528,5,18,34,2.8,3.8,AMD,RX 7000 80,4,10,64,SSD,512,1,LED,16.0,3840x2160,60,56,120,0,Wi-Fi 6,5.1,1.73,12,2889.99
Laptop,MSI,MSI Think R0W,2021,Windows,Mainstream,Intel,Intel i7-13641,5,16,32,2.8,3.7,AMD,RX 6000 80 XT,5,12,96,SSD,1024,1,VA,15.6,1920x1080,120,60,65,0,Wi-Fi 5,4.2,3.0,36,2384.99
Desktop,Dell,Dell Cube 6FI,2024,Windows,Micro-ATX,Intel,Intel i7-12385,5,16,32,3.2,4.2,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,1024,1,IPS,24.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.1,15.0,36,2443.99
Laptop,Samsung,Samsung Pro KU6,2024,macOS,Mainstream,Intel,Intel i3-13345,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,SSD,1024,1,LED,15.6,2560x1600,120,80,65,0,Wi-Fi 6,5.2,2.0,24,1295.99
Laptop,HP,HP Nitro JM0,2024,Windows,2-in-1,Intel,Intel i7-10250,5,18,36,2.8,3.7,NVIDIA,RTX 40 70,3,8,64,HDD,2048,1,QLED,15.6,2880x1800,60,60,90,0,Wi-Fi 7,5.1,1.3,12,2710.99
Desktop,Acer,Acer Think DB7,2025,Windows,ATX,AMD,AMD Ryzen 3 6582,1,4,8,2.4,3.2,NVIDIA,RTX 40 50,1,4,8,SSD,256,1,QLED,24.0,3440x1440,144,0,0,750,Wi-Fi 6,5.1,7.0,48,1087.99
Desktop,Lenovo,Lenovo Think YAM,2024,Windows,Full-Tower,Intel,Intel i9-10424,6,24,48,3.4,4.2,Intel,Arc A770 Limited,6,0,136,NVMe,1024,1,LED,24.0,2560x1440,120,0,0,750,Wi-Fi 6,5.2,5.0,12,2087.99
Laptop,Lenovo,Lenovo Air ZOX,2019,Windows,Gaming,Intel,Intel i3-10728,1,6,12,2.0,2.9,NVIDIA,RTX 40 50,1,4,16,SSD,2048,2,IPS,16.0,2880x1800,144,60,65,0,Wi-Fi 6,5.2,1.33,24,1373.99
Desktop,Lenovo,Lenovo Pro SU9,2020,Windows,Mini-ITX,AMD,AMD Ryzen 7 7399,4,12,24,3.0,3.8,AMD,RX 5000 70,3,8,32,HDD,512,2,IPS,27.0,1920x1080,60,0,0,650,Wi-Fi 6,5.1,4.0,12,1433.99
Desktop,Samsung,Samsung Station W5B,2018,macOS,SFF,AMD,AMD Ryzen 3 7740,1,6,12,2.4,3.2,AMD,RX 7000 60,2,6,8,SSD,512,1,LED,34.0,1920x1080,144,0,0,1000,Wi-Fi 6,5.2,13.0,12,1486.99
Desktop,Acer,Acer Strix O58,2020,Windows,Micro-ATX,Intel,Intel i5-10735,3,8,16,2.8,3.7,Intel,Arc B700,4,0,32,NVMe,2048,1,IPS,32.0,1920x1080,120,0,0,850,Wi-Fi 5,5.3,9.0,24,1525.99
Laptop,HP,HP Air 22A,2025,Windows,Workstation,Intel,Intel i7-11559,4,12,24,2.6,3.5,NVIDIA,RTX 30 70,3,8,32,SSD,1024,2,OLED,14.0,2560x1600,144,90,65,0,Wi-Fi 6E,5.2,1.87,12,2553.99
Desktop,Gigabyte,Gigabyte Station 57F,2023,Linux,SFF,Intel,Intel i5-10517,3,10,20,2.8,3.9,NVIDIA,RTX 40 70,3,8,32,SSD,1024,4,IPS,32.0,1920x1080,165,0,0,1000,Wi-Fi 6,5.0,5.0,12,1942.99
Desktop,Lenovo,Lenovo Station ZSD,2023,Windows,Mini-ITX,Intel,Intel i5-13195,2,6,12,2.6,3.7,AMD,RX 7000 50,1,4,8,SSD,512,1,OLED,32.0,2560x1440,60,0,0,650,Wi-Fi 6,5.0,4.0,24,1332.99
Laptop,Acer,Acer Think KX2,2025,macOS,Gaming,Intel,Intel i5-12949,2,8,16,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,NVMe,512,1,LED,16.0,3840x2160,90,80,45,0,Wi-Fi 6,5.2,1.73,24,2155.99
Desktop,Razer,Razer Station V7V,2023,Windows,ATX,Intel,Intel i9-11130,6,24,48,3.4,4.2,Intel,Arc A770 Limited,6,0,128,HDD,512,3,OLED,27.0,1920x1080,60,0,0,850,Wi-Fi 7,5.0,9.0,24,2923.99
Laptop,Dell,Dell Think N6O,2023,macOS,Ultrabook,Intel,Intel i7-11916,5,16,32,2.8,3.9,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,2,OLED,13.3,1920x1080,60,90,90,0,Wi-Fi 5,5.1,1.52,12,3618.99
Desktop,Lenovo,Lenovo Station DZE,2024,Windows,ATX,Intel,Intel i5-11932,3,8,16,2.8,3.7,AMD,RX 6000 80,4,10,32,NVMe,1024,2,Mini-LED,27.0,3840x2160,120,0,0,450,Wi-Fi 6,5.0,4.0,12,2392.99
Laptop,Apple,Apple Think J3E,2023,Windows,Gaming,Apple,Apple M3,5,16,16,2.8,3.6,Apple,Apple Integrated,5,2,96,NVMe,256,2,Mini-LED,14.0,2880x1800,60,70,120,0,Wi-Fi 7,5.2,1.37,12,2757.99
Laptop,Dell,Dell Slim KGH,2022,macOS,Mainstream,AMD,AMD Ryzen 5 3315,2,6,12,2.2,3.0,Intel,Arc B310,1,4,8,Hybrid,1024,1,Mini-LED,17.3,2560x1600,60,60,120,0,Wi-Fi 5,5.2,1.84,12,1709.99
Desktop,Lenovo,Lenovo Station E2E,2018,Windows,Micro-ATX,Intel,Intel i7-12650,4,14,28,3.0,4.0,Apple,Apple Integrated,3,4,32,NVMe,512,2,LED,34.0,3440x1440,60,0,0,650,Wi-Fi 6E,5.2,8.0,36,1748.99
Laptop,Apple,Apple Stealth WCT,2020,Windows,Gaming,Apple,Apple M2,2,6,6,2.2,3.1,Apple,Apple Integrated,1,2,8,SSD,256,1,LED,16.0,1920x1080,90,60,65,0,Wi-Fi 6E,5.1,1.53,36,1012.99
Desktop,Razer,Razer Forge L1L,2023,macOS,Full-Tower,AMD,AMD Ryzen 3 4853,1,4,8,2.4,3.4,Intel,Arc A310,1,4,24,NVMe,512,2,OLED,27.0,2560x1440,120,0,0,650,Wi-Fi 7,5.2,12.0,12,1958.99
Laptop,Samsung,Samsung Legion X7G,2018,macOS,Workstation,AMD,AMD Ryzen 5 5898,2,6,12,2.2,3.1,Intel,Arc A580,3,0,24,NVMe,4096,1,OLED,15.6,2880x1800,120,99,90,0,Wi-Fi 5,5.3,1.5,24,2672.99
Laptop,HP,HP Slim JGT,2018,Windows,Ultrabook,Intel,Intel i5-10829,2,6,12,2.2,3.3,NVIDIA,RTX 20 60,2,6,16,NVMe,1024,2,IPS,13.3,3840x2160,144,70,90,0,Wi-Fi 6,5.1,1.32,12,2088.99
Laptop,MSI,MSI Think 635,2025,Windows,Ultrabook,Intel,Intel i5-13291,2,8,16,2.2,3.2,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,OLED,15.6,1920x1080,60,70,90,0,Wi-Fi 5,5.0,1.1,24,2168.99
Laptop,Razer,Razer Nitro TLX,2022,Windows,2-in-1,Intel,Intel i7-10662,5,16,32,2.8,3.9,Intel,Arc A770,5,0,112,HDD,512,1,VA,16.0,2560x1600,90,50,90,0,Wi-Fi 7,5.1,1.53,36,3196.99
Laptop,Apple,Apple Pro WR6,2025,macOS,Mainstream,Apple,Apple M3,3,8,8,2.4,3.4,Apple,Apple Integrated,1,4,16,SSD,512,1,VA,14.0,1920x1080,90,70,90,0,Wi-Fi 6,5.3,1.17,24,1681.99
Desktop,Dell,Dell Arena 19P,2021,Windows,ATX,Intel,Intel i5-14822,3,8,14,2.8,3.7,Intel,Arc A580,3,0,32,SSD,1024,3,LED,27.0,3840x2160,165,0,0,1000,Wi-Fi 6,5.1,9.0,12,2120.99
Laptop,Acer,Acer Think K8P,2024,ChromeOS,Gaming,Intel,Intel i3-11888,1,4,8,2.0,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,256,1,QLED,15.6,1920x1080,60,56,180,0,Wi-Fi 5,5.0,1.1,48,835.99
Laptop,HP,HP Think OPY,2018,Windows,Gaming,AMD,AMD Ryzen 7 3954,5,16,32,2.8,3.7,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,IPS,16.0,2880x1800,120,70,90,0,Wi-Fi 5,4.2,1.53,24,2439.99
Desktop,Acer,Acer Forge AO2,2025,Windows,SFF,Intel,Intel i5-10180,3,8,16,2.8,3.7,NVIDIA,RTX 20 70,3,8,32,SSD,1024,2,OLED,27.0,1920x1080,60,0,0,750,Wi-Fi 6,5.1,5.0,36,1656.99
Desktop,Gigabyte,Gigabyte Cube RGD,2022,macOS,ATX,AMD,AMD Ryzen 7 3104,5,16,32,3.2,4.1,Intel,Arc A770,5,6,96,NVMe,1024,1,OLED,27.0,2560x1440,144,0,0,550,Wi-Fi 6E,5.1,8.0,36,2821.99
Laptop,Gigabyte,Gigabyte Creator FQS,2024,Windows,Ultrabook,AMD,AMD Ryzen 7 3961,5,16,32,2.8,3.7,Intel,Arc A770,5,0,104,NVMe,1024,1,LED,13.3,1920x1080,120,90,65,0,Wi-Fi 6,5.1,1.32,48,2412.99
Desktop,Dell,Dell Creator 8KR,2025,Windows,Full-Tower,AMD,AMD Ryzen 5 3839,3,8,16,2.8,3.9,AMD,RX 7000 70,3,8,32,HDD,512,2,VA,34.0,1920x1080,144,0,0,750,Wi-Fi 6,5.2,13.0,12,1561.99
Laptop,Acer,Acer Blade L0M,2023,Windows,2-in-1,Intel,Intel i5-10610,2,6,12,2.2,3.1,AMD,RX 6000 50,1,4,8,NVMe,512,1,LED,15.6,2880x1800,144,70,120,0,Wi-Fi 5,5.0,1.5,24,1292.99
Laptop,Dell,Dell Creator I1Z,2025,Windows,2-in-1,AMD,AMD Ryzen 5 7546,2,6,12,2.2,3.2,Apple,Apple Integrated,2,0,16,HDD,512,1,LED,16.0,1920x1080,60,50,240,0,Wi-Fi 5,5.1,1.13,24,1388.99
Laptop,Lenovo,Lenovo Legion N69,2025,Windows,Workstation,Intel,Intel i5-14165,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,SSD,1024,1,Mini-LED,14.0,1920x1080,120,80,45,0,Wi-Fi 7,5.0,1.17,12,1909.99
Laptop,Dell,Dell Air UWT,2024,Windows,Ultrabook,Intel,Intel i7-10809,4,14,28,2.6,3.4,NVIDIA,RTX 40 80 Ti,5,12,64,Hybrid,1024,1,LED,16.0,3840x2160,90,70,45,0,Wi-Fi 5,5.2,1.53,24,3023.99
Desktop,Dell,Dell Strix V8E,2025,Windows,ATX,AMD,AMD Ryzen 3 4766,1,4,8,2.4,3.2,Apple,Apple Integrated,1,0,8,HDD,512,2,LED,34.0,3440x1440,90,0,0,650,Wi-Fi 6E,5.2,6.0,24,1118.99
Desktop,HP,HP Cube RSF,2025,Windows,Micro-ATX,Intel,Intel i5-10818,3,10,20,2.8,3.7,Apple,Apple Integrated,4,0,32,NVMe,512,2,LED,24.0,1920x1080,144,0,0,1000,Wi-Fi 6,5.1,5.0,24,1520.99
Laptop,Dell,Dell Think BJ0,2023,Windows,Ultrabook,Intel,Intel i9-11116,6,24,48,3.0,4.0,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,512,1,QLED,14.0,1920x1080,60,70,65,0,Wi-Fi 6,5.1,1.87,36,2835.99
Laptop,Dell,Dell Zen 71H,2022,macOS,Workstation,AMD,AMD Ryzen 5 6741,2,8,16,2.2,3.0,AMD,RX 6000 50,1,4,24,SSD,2048,1,IPS,14.0,1920x1080,60,70,65,0,Wi-Fi 6E,5.0,1.87,12,1792.99
Laptop,Dell,Dell Creator 60Z,2021,Windows,Gaming,Intel,Intel i7-10570,5,16,32,2.8,3.6,Apple,Apple Integrated,4,0,64,HDD,512,1,VA,14.0,2880x1800,165,99,90,0,Wi-Fi 6,5.3,1.87,12,2609.99
Desktop,ASUS,ASUS Strix 3LP,2024,Windows,Mini-ITX,Intel,Intel i7-12836,4,12,22,3.0,3.9,NVIDIA,RTX 40 70,3,8,32,NVMe,1024,2,Mini-LED,27.0,1920x1080,60,0,0,650,Wi-Fi 6,5.0,4.0,12,2063.99
Desktop,MSI,MSI Station NKN,2025,Windows,ATX,AMD,AMD Ryzen 5 7807,3,8,16,2.8,3.7,AMD,RX 6000 80,4,10,32,NVMe,1024,4,OLED,24.0,2560x1440,120,0,0,1000,Wi-Fi 5,5.2,11.0,12,2244.99
Laptop,Lenovo,Lenovo Blade GCN,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 3287,4,12,24,2.6,3.6,NVIDIA,RTX 30 70,3,8,32,NVMe,256,1,LED,15.6,3840x2160,120,70,90,0,Wi-Fi 5,5.2,1.7,12,2386.99
Laptop,MSI,MSI Stealth C5V,2024,ChromeOS,Ultrabook,AMD,AMD Ryzen 9 7628,6,24,48,3.0,4.1,Apple,Apple Integrated,6,4,128,HDD,1024,1,VA,16.0,2560x1600,60,60,65,0,Wi-Fi 6,5.2,1.53,24,2876.99
Desktop,Apple,Apple Strix 07H,2019,Windows,Micro-ATX,Apple,Apple M3 Max,2,8,8,2.6,3.6,Apple,Apple Integrated,3,0,16,NVMe,1024,4,LED,27.0,2560x1440,60,0,0,300,Wi-Fi 6,5.1,10.0,12,1473.99
Desktop,Acer,Acer Pro KA8,2024,Windows,ATX,Intel,Intel i5-12269,3,8,16,2.8,3.7,NVIDIA,RTX 30 70,3,8,32,NVMe,4096,2,LED,24.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.2,8.0,24,1724.99
Laptop,Lenovo,Lenovo Think TEB,2021,macOS,Mainstream,Intel,Intel i5-10677,2,8,16,2.2,3.1,Intel,Arc A310,1,0,8,NVMe,512,2,LED,15.6,2560x1600,60,60,180,0,Wi-Fi 6E,5.1,2.5,24,1466.99
Laptop,ASUS,ASUS Think SNM,2022,macOS,Mainstream,AMD,AMD Ryzen 3 7380,1,6,10,2.0,3.0,NVIDIA,RTX 40 50,1,4,16,HDD,1024,1,QLED,14.0,2880x1800,120,70,180,0,Wi-Fi 6E,5.1,1.37,12,1625.99
Desktop,Apple,Apple Strix 0O8,2018,Windows,Full-Tower,Apple,Apple M2 Pro,5,16,16,3.2,4.1,Apple,Apple Integrated,5,2,96,NVMe,2048,3,OLED,24.0,3840x2160,60,0,0,650,Wi-Fi 6E,4.2,8.0,24,3353.99
Desktop,HP,HP Station DHH,2024,Windows,SFF,AMD,AMD Ryzen 7 6249,4,14,28,3.0,3.8,NVIDIA,RTX 40 70,3,8,32,HDD,512,1,IPS,24.0,3840x2160,120,0,0,850,Wi-Fi 6,5.1,9.0,12,1941.99
Laptop,Dell,Dell Creator 5OH,2022,ChromeOS,Workstation,Intel,Intel i5-12568,2,6,12,2.2,3.2,AMD,RX 6000 60,2,6,16,NVMe,1024,1,OLED,14.0,3840x2160,120,56,65,0,Wi-Fi 5,5.2,1.57,12,2403.99
Laptop,Gigabyte,Gigabyte Zen 6ZR,2025,macOS,Ultrabook,Intel,Intel i7-14184,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,2,IPS,15.6,3840x2160,120,99,90,0,Wi-Fi 6,5.1,1.7,12,3437.99
Laptop,Apple,Apple Nitro SI4,2018,Windows,Gaming,Apple,Apple M1 Pro,2,6,6,2.2,3.1,Apple,Apple Integrated,2,4,16,NVMe,1024,1,IPS,13.3,3840x2160,165,90,120,0,Wi-Fi 5,5.3,1.82,24,1933.99
Laptop,Apple,Apple Blade TN7,2022,Windows,Ultrabook,Apple,Apple M3 Max,4,12,12,2.6,3.5,Apple,Apple Integrated,2,0,32,SSD,512,1,LED,13.3,1920x1080,144,99,45,0,Wi-Fi 5,4.2,1.32,24,1948.99
Laptop,Samsung,Samsung Air T6H,2024,Windows,2-in-1,AMD,AMD Ryzen 5 6886,3,8,16,2.4,3.4,AMD,RX 6000 70,3,8,32,HDD,512,1,IPS,14.0,1920x1080,60,70,45,0,Wi-Fi 6E,5.0,1.57,12,1724.99
Laptop,MSI,MSI Pro ASZ,2025,macOS,Gaming,Intel,Intel i5-12968,2,6,12,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,IPS,15.6,1920x1080,120,70,120,0,Wi-Fi 6E,5.1,1.1,12,1553.99
Laptop,ASUS,ASUS Zen EFB,2023,Windows,Workstation,AMD,AMD Ryzen 7 3450,4,12,24,2.6,3.7,AMD,RX 6000 70,3,8,48,NVMe,512,1,IPS,16.0,1920x1080,120,80,90,0,Wi-Fi 6,5.0,1.13,24,1943.99
Desktop,Apple,Apple Arena 7JB,2024,Windows,ATX,Apple,Apple M1 Pro,2,6,6,2.6,3.4,Apple,Apple Integrated,2,0,16,Hybrid,2048,3,LED,27.0,1920x1080,60,0,0,450,Wi-Fi 5,5.2,10.0,24,1658.99
Laptop,Dell,Dell Legion MM5,2024,macOS,Ultrabook,Intel,Intel i5-10508,3,8,16,2.4,3.2,Intel,Arc A380,2,4,16,SSD,512,1,Mini-LED,15.6,1920x1080,60,50,90,0,Wi-Fi 5,5.1,1.5,24,1990.99
Laptop,Dell,Dell Blade LMQ,2022,Windows,Gaming,Intel,Intel i3-13585,1,4,8,2.0,2.9,NVIDIA,RTX 20 50,1,4,8,HDD,2048,1,LED,15.6,1920x1080,90,70,120,0,Wi-Fi 7,5.0,1.3,12,1137.99
Laptop,Acer,Acer Zen RV4,2023,Windows,Mainstream,Intel,Intel i3-14835,1,6,10,2.0,3.0,NVIDIA,RTX 30 50,1,4,16,SSD,2048,1,Mini-LED,13.3,1920x1080,60,90,90,0,Wi-Fi 7,5.1,1.12,24,1244.99
Laptop,MSI,MSI Slim SWZ,2021,Windows,2-in-1,Intel,Intel i5-10154,3,8,16,2.4,3.3,NVIDIA,RTX 40 60,2,6,16,SSD,1024,1,VA,14.0,1920x1080,144,90,65,0,Wi-Fi 7,5.1,1.37,48,1515.99
Laptop,Lenovo,Lenovo Creator SBS,2018,Windows,Mainstream,Intel,Intel i5-13285,2,6,12,2.2,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,256,2,OLED,15.6,2560x1600,60,70,180,0,Wi-Fi 7,5.0,1.5,12,1238.99
